no,gender,age,height,weight,bmi,griffith,ta,hr,tsv
18.0,1.0,22.0,174.0,66.0,21.8,0.73,24.0,75.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,24.5,50.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,24.5,50.5,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,24.5,51.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,24.5,51.5,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,24.5,52.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,24.5,52.5,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,24.5,53.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,24.5,53.5,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,24.5,54.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,24.5,54.5,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,24.5,55.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,24.5,55.5,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,24.5,56.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,24.5,56.5,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,24.5,57.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,24.5,57.5,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,24.5,58.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,24.5,58.5,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,24.5,59.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,24.5,59.5,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,24.5,60.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,24.5,60.5,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,24.5,61.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,24.5,61.5,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,24.5,62.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,24.5,62.5,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,24.5,63.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,24.5,63.5,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,24.5,64.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,24.5,64.5,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,24.5,65.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,24.5,65.5,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,24.5,66.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,24.5,66.5,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,24.5,67.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,24.5,67.5,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,24.5,68.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,24.5,68.5,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,24.5,69.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,24.5,69.5,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,24.5,70.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,24.5,70.5,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,24.5,71.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,24.5,71.5,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,24.5,72.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,24.5,72.5,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,24.5,73.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,24.5,73.5,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,24.5,74.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,24.5,74.5,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,24.5,75.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,25.0,50.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,25.0,50.5,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,25.0,51.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,25.0,51.5,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,25.0,52.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,25.0,52.5,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,25.0,53.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,25.0,53.5,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,25.0,54.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,25.0,54.5,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,25.0,55.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,25.0,55.5,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,25.0,56.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,25.0,56.5,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,25.0,57.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,25.0,57.5,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,25.0,58.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,25.0,58.5,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,25.0,59.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,25.0,59.5,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,25.0,60.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,25.0,60.5,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,25.0,61.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,25.0,61.5,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,25.0,62.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,25.0,62.5,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,25.0,63.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,25.0,63.5,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,25.0,64.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,25.0,64.5,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,25.0,65.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,25.0,65.5,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,25.0,66.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,25.0,66.5,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,25.0,67.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,25.0,67.5,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,25.0,68.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,25.0,68.5,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,25.0,69.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,25.0,69.5,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,25.0,70.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,25.0,70.5,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,25.0,71.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,25.0,71.5,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,25.0,72.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,25.0,72.5,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,25.0,73.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,25.0,73.5,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,25.0,74.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,25.0,74.5,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,25.0,75.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,25.5,50.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,25.5,50.5,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,25.5,51.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,25.5,51.5,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,25.5,52.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,25.5,52.5,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,25.5,53.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,25.5,53.5,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,25.5,54.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,25.5,54.5,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,25.5,55.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,25.5,55.5,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,25.5,56.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,25.5,56.5,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,25.5,57.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,25.5,57.5,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,25.5,58.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,25.5,58.5,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,25.5,59.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,25.5,59.5,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,25.5,60.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,25.5,60.5,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,25.5,61.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,25.5,61.5,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,25.5,62.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,25.5,62.5,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,25.5,63.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,25.5,63.5,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,25.5,64.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,25.5,64.5,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,25.5,65.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,25.5,65.5,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,25.5,66.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,25.5,66.5,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,25.5,67.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,25.5,67.5,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,25.5,68.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,25.5,68.5,2.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,25.5,69.0,2.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,25.5,69.5,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,25.5,70.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,25.5,70.5,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,25.5,71.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,25.5,71.5,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,25.5,72.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,25.5,72.5,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,25.5,73.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,25.5,73.5,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,25.5,74.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,25.5,74.5,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,25.5,75.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,26.0,50.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,26.0,50.5,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,26.0,51.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,26.0,51.5,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,26.0,52.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,26.0,52.5,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,26.0,53.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,26.0,53.5,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,26.0,54.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,26.0,54.5,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,26.0,55.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,26.0,55.5,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,26.0,56.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,26.0,56.5,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,26.0,57.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,26.0,57.5,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,26.0,58.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,26.0,58.5,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,26.0,59.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,26.0,59.5,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,26.0,60.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,26.0,60.5,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,26.0,61.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,26.0,61.5,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,26.0,62.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,26.0,62.5,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,26.0,63.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,26.0,63.5,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,26.0,64.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,26.0,64.5,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,26.0,65.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,26.0,65.5,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,26.0,66.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,26.0,66.5,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,26.0,67.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,26.0,67.5,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,26.0,68.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,26.0,68.5,2.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,26.0,69.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,26.0,69.5,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,26.0,70.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,26.0,70.5,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,26.0,71.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,26.0,71.5,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,26.0,72.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,26.0,72.5,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,26.0,73.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,26.0,73.5,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,26.0,74.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,26.0,74.5,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,26.0,75.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,26.5,50.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,26.5,50.5,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,26.5,51.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,26.5,51.5,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,26.5,52.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,26.5,52.5,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,26.5,53.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,26.5,53.5,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,26.5,54.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,26.5,54.5,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,26.5,55.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,26.5,55.5,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,26.5,56.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,26.5,56.5,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,26.5,57.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,26.5,57.5,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,26.5,58.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,26.5,58.5,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,26.5,59.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,26.5,59.5,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,26.5,60.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,26.5,60.5,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,26.5,61.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,26.5,61.5,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,26.5,62.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,26.5,62.5,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,26.5,63.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,26.5,63.5,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,26.5,64.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,26.5,64.5,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,26.5,65.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,26.5,65.5,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,26.5,66.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,26.5,66.5,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,26.5,67.0,2.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,26.5,67.5,2.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,26.5,68.0,2.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,26.5,68.5,2.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,26.5,69.0,2.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,26.5,69.5,2.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,26.5,70.0,2.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,26.5,70.5,2.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,26.5,71.0,2.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,26.5,71.5,2.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,26.5,72.0,2.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,26.5,72.5,2.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,26.5,73.0,2.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,26.5,73.5,2.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,26.5,74.0,2.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,26.5,74.5,2.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,26.5,75.0,2.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,27.0,50.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,27.0,50.5,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,27.0,51.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,27.0,51.5,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,27.0,52.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,27.0,52.5,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,27.0,53.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,27.0,53.5,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,27.0,54.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,27.0,54.5,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,27.0,55.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,27.0,55.5,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,27.0,56.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,27.0,56.5,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,27.0,57.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,27.0,57.5,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,27.0,58.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,27.0,58.5,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,27.0,59.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,27.0,59.5,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,27.0,60.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,27.0,60.5,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,27.0,61.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,27.0,61.5,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,27.0,62.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,27.0,62.5,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,27.0,63.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,27.0,63.5,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,27.0,64.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,27.0,64.5,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,27.0,65.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,27.0,65.5,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,27.0,66.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,27.0,66.5,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,27.0,67.0,2.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,27.0,67.5,2.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,27.0,68.0,2.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,27.0,68.5,2.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,27.0,69.0,2.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,27.0,69.5,2.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,27.0,70.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,27.0,70.5,2.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,27.0,71.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,27.0,71.5,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,27.0,72.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,27.0,72.5,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,27.0,73.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,27.0,73.5,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,27.0,74.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,27.0,74.5,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,27.0,75.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,27.5,50.0,2.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,27.5,50.5,2.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,27.5,51.0,2.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,27.5,51.5,2.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,27.5,52.0,2.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,27.5,52.5,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,27.5,53.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,27.5,53.5,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,27.5,54.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,27.5,54.5,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,27.5,55.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,27.5,55.5,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,27.5,56.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,27.5,56.5,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,27.5,57.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,27.5,57.5,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,27.5,58.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,27.5,58.5,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,27.5,59.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,27.5,59.5,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,27.5,60.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,27.5,60.5,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,27.5,61.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,27.5,61.5,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,27.5,62.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,27.5,62.5,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,27.5,63.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,27.5,63.5,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,27.5,64.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,27.5,64.5,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,27.5,65.0,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,27.5,65.5,1.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,27.5,66.0,2.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,27.5,66.5,2.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,27.5,67.0,2.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,27.5,67.5,2.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,27.5,68.0,2.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,27.5,68.5,2.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,27.5,69.0,2.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,27.5,69.5,2.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,27.5,70.0,2.0
18.0,1.0,22.0,174.0,66.0,21.8,0.73,27.5,70.5,2.0
